小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
连城一号,2室1厅,90.72,奉贤,中区/22层,朝南,240,26455,
九华新园,1室1厅,46,奉贤,低区/5层,,176,38260,2006年建
绿地香颂（奉贤）（公寓）,2室1厅,61.89,奉贤,中区/8层,,145,23428,2012年建
恒盛湖畔豪庭,3室2厅,140.18,奉贤,中区/12层,朝南北,672,47938,2011年建
肖塘新村,2室1厅,75,奉贤,中区/5层,朝南北,220,29333,1996年建
贝港南区,2室1厅,70.76,奉贤,低区/6层,朝南,180,25438,1993年建
棕榈滩海景城,2室2厅,90.85,奉贤,高区/13层,朝南,190,20913,2011年建
贝港南区,2室1厅,81.29,奉贤,高区/6层,朝南,190,23373,1995年建
棕榈滩海景城,2室2厅,90.78,奉贤,高区/14层,,185,20378,2013年建
绿地望海新都,2室2厅,89.22,奉贤,高区/24层,,390,43712,2010年建
紫竹苑（奉贤）,2室1厅,49.8,奉贤,高区/5层,,205,41164,1998年建
阳光四季园,2室2厅,113.72,奉贤,高区/6层,,350,30777,2005年建
贝港南区,3室1厅,85.15,奉贤,中区/6层,,215,25249,1993年建
阳光四季园,2室2厅,77.8,奉贤,中区/14层,朝南,260,33419,
海韵馨苑,2室2厅,99.81,奉贤,高区/5层,朝南北,180,18034,2009年建
水岸家苑,3室2厅,148.14,奉贤,高区/6层,朝南北,350,23626,2003年建
绿地香颂（奉贤）（公寓）,3室1厅,61.89,奉贤,高区/8层,朝南北,158,25529,2013年建
蓝天苑,2室2厅,91.84,奉贤,中区/6层,,300,32665,2004年建
金都雅苑（公寓）,3室2厅,129.27,奉贤,高区/6层,,370,28622,2005年建
绿地香颂（奉贤）（公寓）,2室2厅,85.16,奉贤,中区/8层,朝南北,180,21136,2012年建
平安富邸,2室2厅,70.63,奉贤,高区/17层,朝南北,150,21237,2012年建
乐康苑,3室2厅,102.84,奉贤,高区/6层,朝南北,270,26254,2010年建
绿地观邸,2室2厅,100.8,奉贤,中区/19层,朝南北,350,34722,2010年建
正阳世纪星城,3室2厅,121.07,奉贤,高区/6层,朝南北,400,33038,2005年建
恒盛湖畔豪庭,2室2厅,86.14,奉贤,高区/21层,朝南,380,44114,2011年建
申亚花满庭,3室2厅,87.95,奉贤,高区/5层,朝南北,295,33541,2012年建
棕榈滩海景城,2室1厅,81.15,奉贤,中区/14层,朝南,170,20948,2013年建
绿地香颂（奉贤）（公寓）,2室2厅,65.63,奉贤,低区/8层,朝南,155,23617,2012年建
古华A区,2室1厅,65.16,奉贤,高区/5层,朝南北,203,31154,1993年建
闸园新村,2室1厅,71.08,奉贤,高区/6层,朝南,220,30951,1996年建
卓越世纪中心（奉贤）,2室1厅,54,奉贤,中区/18层,朝东北,105,19444,2013年建
绿地香颂（奉贤）（公寓）,1室1厅,65.13,奉贤,低区/8层,,130,19960,2012年建
南郊御墅,1室1厅,57.52,奉贤,中区/18层,朝南,270,46940,2011年建
海韵馨苑,3室2厅,130.88,奉贤,中区/5层,朝南北,196,14975,2009年建
连城一号,1室1厅,60.99,奉贤,高区/16层,朝北,145,23774,
贝港花苑,2室2厅,110.9,奉贤,高区/5层,朝南,285,25698,1998年建
佳兆业8号（公寓）,2室1厅,88.98,奉贤,高区/14层,,229,25736,
正阳世纪星城,2室1厅,81.87,奉贤,低区/14层,朝南,300,36643,2007年建
绿地香颂（奉贤）（别墅）,4室2厅,220.96,奉贤,地上3层,,400,18102,2012年建
贝港北区,2室1厅,72,奉贤,中区/5层,朝,180,25000,1996年建
贝港南区,3室1厅,96,奉贤,中区/6层,,210,21875,1993年建
贝港南区,3室1厅,89.62,奉贤,高区/6层,朝南,200,22316,1995年建
九华苑,4室3厅,213,奉贤,高区/5层,朝南北,450,21126,2003年建
江海花园,3室2厅,99.57,奉贤,高区/6层,,350,35151,2000年建
正阳世纪星城,3室2厅,163.45,奉贤,高区/14层,朝南北,700,42826,2005年建
鸿宝一村,3室1厅,98.04,奉贤,高区/6层,朝南,280,28559,2005年建
正阳世纪星城,4室2厅,163.47,奉贤,中区/14层,朝南北,510,31198,2005年建
贝港南区,3室1厅,102.79,奉贤,中区/6层,朝南,250,24321,1997年建
贝港南区,3室2厅,106.1,奉贤,低区/6层,朝,280,26390,1995年建
乐康苑,3室2厅,126,奉贤,中区/6层,朝南北,350,27777,2004年建
古华A区,1室1厅,41.09,奉贤,高区/6层,朝南,140,34071,1993年建
金都雅苑（公寓）,3室2厅,129.27,奉贤,高区/6层,朝南北,380,29395,2005年建
鸿宝一村,1室0厅,30.1,奉贤,中区/6层,,130,43189,1995年建
浦南园,2室2厅,90.6,奉贤,中区/6层,朝南,330,36423,
贝港南区,3室1厅,89.62,奉贤,中区/6层,朝南,216,24101,1995年建
江海花园,3室2厅,142.33,奉贤,中区/6层,朝南,360,25293,2000年建
绿地南桥新苑,3室2厅,117.5,奉贤,中区/6层,朝南北,495,42127,2004年建
古华南区,4室2厅,144.2,奉贤,高区/5层,朝南,280,19417,1998年建
绿地翡翠公馆,2室1厅,56,奉贤,低区/28层,朝北,100,17857,2001年建
卓越世纪中心,2室1厅,64,奉贤,低区/14层,朝南北,140,21875,
绿地观邸,4室2厅,165.86,奉贤,低区/28层,朝南北,450,27131,2010年建
卓越世纪中心（奉贤）,3室1厅,65.02,奉贤,低区/18层,朝南,130,19993,2012年建
金水苑,3室2厅,133.95,奉贤,中区/6层,朝南北,365,27248,2007年建
卓越世纪中心（奉贤）,2室1厅,54.34,奉贤,低区/19层,,112,20610,2012年建
连城一号,2室1厅,90.72,奉贤,中区/22层,朝南,231,25462,
金都雅苑（公寓）,2室2厅,85,奉贤,低区/6层,朝南北,270,31764,2005年建
南郊御墅,2室1厅,65.33,奉贤,中区/18层,朝南,338,51737,2011年建
乐康苑,3室2厅,128.53,奉贤,低区/6层,朝,340,26452,2010年建
棕榈滩海景城,2室2厅,90.27,奉贤,低区/16层,朝南北,200,22155,2011年建
佳兆业8号（公寓）,3室2厅,118.89,奉贤,中区/7层,朝南北,330,27756,
南郊御墅,2室2厅,92.08,奉贤,高区/18层,朝南,400,43440,2011年建
世茂海滨馨苑,2室2厅,88.55,奉贤,中区/11层,,220,24844,2012年建
贝港南区,3室1厅,86.2,奉贤,高区/5层,朝南,230,26682,1994年建
连城一号,1室1厅,60.4,奉贤,中区/22层,朝北,160,26490,
恒龙尚品嘉苑,3室2厅,113.08,奉贤,中区/5层,朝南北,388,34311,
佳兆业珊瑚湾（公寓）,1室1厅,50.93,奉贤,中区/10层,,129,25328,2011年建
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/18层,朝南,103,20600,
鸿吉苑,1室2厅,57.68,奉贤,中区/6层,朝南,195,33807,
新南家园,3室2厅,134.21,奉贤,中区/16层,朝南北,390,29058,2005年建
银河丽湾,3室2厅,171.45,奉贤,低区/33层,朝南,750,43744,2013年建
金都雅苑（公寓）,3室2厅,109.54,奉贤,低区/6层,朝南北,340,31038,2005年建
江海花园,3室2厅,142.33,奉贤,高区/6层,朝南北,350,24590,2000年建
民旺苑,3室2厅,125,奉贤,中区/5层,,420,33600,2010年建
正阳世纪星城,3室2厅,210,奉贤,低区/3层,朝南,1258,59904,2007年建
江海新村,2室1厅,78.12,奉贤,低区/5层,朝南北,230,29441,1991年建
恒龙尚品嘉苑,3室2厅,112.94,奉贤,中区/6层,朝南北,385,34088,
同盛南桥花园,3室2厅,103.19,奉贤,高区/18层,朝,500,48454,2011年建
申亚花满庭,3室2厅,199,奉贤,低区/5层,朝南,500,25125,2012年建
水泥新村,2室1厅,59,奉贤,低区/6层,朝南北,185,31355,
恒龙尚品嘉苑,3室2厅,112.75,奉贤,低区/6层,,380,33702,
绿地南桥新苑,2室2厅,94.43,奉贤,中区/14层,朝南,400,42359,2009年建
海韵馨苑,2室2厅,90.96,奉贤,高区/5层,朝,138,15171,2010年建
江海花园,2室2厅,86.65,奉贤,中区/6层,朝南,250,28851,1997年建
佳兆业8号（公寓）,2室2厅,88.14,奉贤,中区/14层,,250,28363,
金碧汇虹苑,2室2厅,85.73,奉贤,中区/6层,朝南,270,31494,2012年建
上院,2室2厅,87.32,奉贤,高区/17层,朝南,300,34356,2012年建
中粮南桥半岛,3室2厅,94.16,奉贤,中区/8层,,480,50977,
金水新苑,1室2厅,83.54,奉贤,低区/6层,,210,25137,2010年建
金碧汇虹苑,2室2厅,84.42,奉贤,中区/6层,朝南北,220,26060,2007年建
海尚墅林苑,2室2厅,88.33,奉贤,中区/18层,朝南北,175,19812,
佳兆业8号（公寓）,3室2厅,118.89,奉贤,中区/7层,朝南北,285,23971,
卓越世纪中心（奉贤）,2室1厅,54,奉贤,中区/19层,朝南北,110,20370,2014年建
恒盛湖畔豪庭,2室2厅,93.14,奉贤,高区/21层,朝南北,480,51535,2011年建
绿地南桥新苑,3室2厅,138.77,奉贤,低区/18层,朝南,530,38192,
银河丽湾,4室2厅,170.66,奉贤,低区/33层,朝南北,700,41017,2013年建
卓越世纪中心（奉贤）,2室1厅,49.25,奉贤,中区/18层,朝,110,22335,
铭邦华府,3室2厅,133.76,奉贤,低区/13层,朝南北,535,39997,2012年建
南郊一品,2室1厅,61.56,奉贤,低区/21层,朝北,168,27290,
金水苑,3室2厅,128.86,奉贤,中区/6层,朝南北,323,25065,2007年建
卓越世纪中心（奉贤）,1室0厅,43.9,奉贤,中区/20层,朝,75,17084,2014年建
阳光园,3室2厅,124.52,奉贤,中区/6层,,410,32926,2005年建
蓝天苑,5室2厅,209,奉贤,低区/6层,朝南,480,22966,2003年建
正阳世纪星城,3室2厅,139.31,奉贤,低区/18层,朝,520,37326,2007年建
古华新村,2室1厅,59,奉贤,高区/4层,朝南,170,28813,
贝港南区,3室1厅,91.4,奉贤,中区/5层,朝南,240,26258,1994年建
贝港南区,2室1厅,64,奉贤,低区/6层,朝南,170,26562,1994年建
浦江花园,3室1厅,130.2,奉贤,中区/6层,朝南北,450,34562,2000年建
江海花园,4室2厅,166,奉贤,中区/12层,,490,29518,2002年建
秀枫苑,2室2厅,101.86,奉贤,高区/6层,朝南北,335,32888,2009年建
金碧汇虹苑,3室2厅,99.64,奉贤,高区/6层,朝南北,290,29104,2012年建
解放新村,3室1厅,64.2,奉贤,高区/6层,朝,166,25856,
化工新村,2室2厅,88.76,奉贤,高区/6层,朝南,200,22532,1997年建
上院,2室2厅,87,奉贤,中区/16层,朝南,320,36781,2012年建
金水苑,3室2厅,134.42,奉贤,低区/6层,朝南北,383,28492,2007年建
解放新村,3室2厅,122.82,奉贤,低区/5层,朝南北,300,24425,1998年建
肖塘新村,2室2厅,78.33,奉贤,低区/6层,朝南北,260,33192,1995年建
肖塘新村,3室1厅,84.24,奉贤,低区/6层,朝南北,253,30033,1994年建
贝港南区,2室1厅,69.84,奉贤,中区/5层,,180,25773,1994年建
文怡花园,2室2厅,100.87,奉贤,高区/6层,朝南北,320,31724,2004年建
贝港花苑,3室2厅,137.66,奉贤,低区/4层,朝南,355,25788,2003年建
聚贤煌都,3室2厅,142.1,奉贤,地上9层,,500,35186,2005年建
乐康苑,2室2厅,92,奉贤,低区/6层,朝南北,270,29347,2008年建
闸园二村,2室1厅,66.3,奉贤,低区/6层,朝南北,200,30165,1995年建
浦江花园,3室2厅,121.57,奉贤,高区/6层,朝南北,450,37015,1999年建
古华新村,2室1厅,71,奉贤,中区/5层,朝南,220,30985,
古华A区,2室2厅,85.32,奉贤,中区/5层,朝南,230,26957,1996年建
解放新村,2室1厅,53.8,奉贤,中区/5层,朝南,146,27137,1994年建
金水苑,2室2厅,103.38,奉贤,中区/6层,朝南北,285,27568,2007年建
文怡花园,2室2厅,92,奉贤,高区/6层,朝南,320,34782,2004年建
贝港南区,2室1厅,77.9,奉贤,中区/6层,朝南,218,27984,1993年建
贝港花苑,5室3厅,228,奉贤,高区/4层,朝南,590,25877,2003年建
绿地南桥新苑,2室2厅,80.67,奉贤,中区/5层,朝南北,346,42890,2007年建
鸿宝一村,2室2厅,97,奉贤,高区/6层,朝南北,320,32989,2005年建
秀月花园,3室2厅,132,奉贤,中区/6层,,480,36363,
鸿宝一村,2室1厅,81,奉贤,中区/6层,,280,34567,2003年建
阳光园,3室2厅,128.58,奉贤,高区/6层,,400,31109,2003年建
金碧汇虹苑,2室2厅,100.14,奉贤,低区/14层,朝,280,27960,2008年建
江海花园,3室2厅,111.82,奉贤,高区/6层,朝南北,260,23251,1998年建
九华苑,2室2厅,92.06,奉贤,中区/5层,朝南北,310,33673,2004年建
江海花园,3室2厅,142.07,奉贤,高区/12层,朝南北,426,29985,2002年建
贝港北区,2室2厅,78.75,奉贤,中区/5层,朝南,190,24126,1994年建
海韵馨苑,2室1厅,103.55,奉贤,低区/14层,朝南北,150,14485,2009年建
海韵馨苑,3室2厅,137.52,奉贤,中区/14层,朝南北,230,16724,2009年建
新民旺苑,5室2厅,213,奉贤,高区/5层,朝南北,500,23474,2009年建
绿地南桥新苑,2室1厅,89.6,奉贤,中区/18层,朝南,398,44419,2007年建
金鹏花苑,3室1厅,93.8,奉贤,高区/5层,朝南,250,26652,1997年建
蓝天苑,3室2厅,128,奉贤,中区/6层,,410,32031,2002年建
闸园二村,3室1厅,83.79,奉贤,中区/6层,朝南北,253,30194,1995年建
九华苑,3室2厅,98,奉贤,中区/5层,朝,320,32653,2003年建
江海新村,3室1厅,79.43,奉贤,高区/5层,朝南,200,25179,1989年建
江海二村（奉贤）,3室2厅,94.96,奉贤,高区/6层,朝南,215,22641,1995年建
贝港南区,2室2厅,84.7,奉贤,中区/6层,,220,25974,1993年建
陈湾小区,3室2厅,119.44,奉贤,高区/6层,朝南北,360,30140,2006年建
民旺苑,2室2厅,102.03,奉贤,高区/5层,朝南,312,30579,2006年建
新南家园,2室2厅,89.51,奉贤,高区/5层,朝南北,340,37984,2010年建
贝港花苑,3室2厅,127,奉贤,高区/6层,朝南北,360,28346,2002年建
古华南区,3室1厅,100.83,奉贤,高区/6层,朝南,295,29257,2002年建
新南家园,2室2厅,92.63,奉贤,低区/6层,朝南北,290,31307,2006年建
新南家园,2室1厅,89.51,奉贤,高区/5层,朝南,350,39101,2010年建
贝港南区,3室1厅,94.93,奉贤,中区/6层,,220,23174,1994年建
解放新村,2室1厅,48.53,奉贤,高区/6层,,160,32969,
新南家园,4室2厅,226.59,奉贤,高区/16层,朝南北,600,26479,2005年建
古华B区,3室2厅,75.94,奉贤,低区/6层,朝南,216,28443,
古华新村,3室1厅,78.55,奉贤,中区/5层,朝南,210,26734,
九华苑,2室2厅,97.9,奉贤,中区/5层,,350,35750,2004年建
民旺苑,3室2厅,127.79,奉贤,高区/5层,,345,26997,2006年建
解放新村,2室1厅,57.67,奉贤,低区/5层,,170,29478,
文怡花园,2室2厅,102.66,奉贤,中区/6层,,300,29222,2004年建
古华A区,2室2厅,97.36,奉贤,低区/6层,朝南,335,34408,2002年建
绿地南桥新苑,3室2厅,128.37,奉贤,低区/18层,朝,550,42844,2009年建
古华南区,2室2厅,90.24,奉贤,中区/5层,朝南,248,27482,1999年建
陈湾小区,3室2厅,104.4,奉贤,中区/6层,朝南北,308,29501,2006年建
解放新村,2室1厅,58.42,奉贤,高区/5层,,150,25676,1982年建
金都雅苑（公寓）,2室2厅,84.38,奉贤,低区/6层,,267,31642,2005年建
江海二村（奉贤）,3室1厅,89.23,奉贤,中区/6层,,195,21853,1995年建
绿地南桥新苑,2室1厅,67.48,奉贤,中区/9层,朝,298,44161,2009年建
悦达南郊华都,1室1厅,37.69,奉贤,高区/29层,,80,21225,
招商南桥雅苑,2室2厅,87.66,奉贤,高区/18层,朝南北,340,38786,2009年建
鸿宝一村,3室1厅,88.04,奉贤,低区/6层,朝南北,270,30667,1997年建
古华南区,3室1厅,91.6,奉贤,高区/6层,朝,230,25109,1996年建
绿地南桥新苑,3室2厅,124.4,奉贤,低区/5层,朝南,485,38987,2007年建
新民旺苑,2室2厅,95.61,奉贤,中区/5层,,288,30122,2009年建
陈湾小区,2室2厅,90.5,奉贤,中区/6层,朝南北,295,32596,2006年建
贝港花苑,3室2厅,96.83,奉贤,高区/6层,,308,31808,1998年建
贝港南区,3室2厅,93.84,奉贤,中区/5层,朝南,236,25149,1993年建
正阳世纪星城,4室2厅,151.38,奉贤,高区/6层,朝南北,530,35011,2005年建
新南家园,3室2厅,133.58,奉贤,中区/16层,朝南北,450,33687,2005年建
阳光四季园,3室2厅,140.94,奉贤,低区/6层,朝南北,420,29799,2006年建
江海二村（奉贤）,3室2厅,99.46,奉贤,高区/6层,朝,235,23627,1996年建
阳光园,3室2厅,139.84,奉贤,高区/6层,朝南,420,30034,2005年建
军民花苑,4室2厅,143.3,奉贤,高区/6层,朝南,300,20935,1999年建
紫菊新苑,3室2厅,135.24,奉贤,中区/5层,朝南北,370,27358,2007年建
解放新村,3室2厅,134.81,奉贤,高区/6层,朝南,280,20769,1996年建
陈湾小区,3室2厅,129.21,奉贤,中区/6层,朝南北,380,29409,2006年建
正阳世纪星城,3室2厅,121,奉贤,高区/6层,朝南,423,34958,2005年建
水岸家苑,6室3厅,190.5,奉贤,高区/6层,朝南北,460,24146,2003年建
绿地香颂（奉贤）（公寓）,1室1厅,62.04,奉贤,中区/8层,,125,20148,2012年建
九华苑,2室2厅,87.76,奉贤,中区/5层,,270,30765,2004年建
钱桥新苑,3室2厅,114.77,奉贤,高区/5层,朝南北,195,16990,2008年建
世茂海滨馨苑,4室3厅,240,奉贤,低区/2层,朝南,430,17916,2011年建
聚贤煌都,4室2厅,188,奉贤,地上5层,,735,39095,2005年建
金都雅苑（别墅）,6室3厅,204,奉贤,地上1层,(进门) 北,850,41666,2005年建
贝港北区,2室1厅,75.02,奉贤,中区/5层,朝南,186,24793,1994年建
鸿吉苑,2室2厅,87.69,奉贤,中区/6层,朝南北,258,29421,
运河新村,2室2厅,97.78,奉贤,高区/6层,朝南北,270,27613,
华龙别墅,4室3厅,201.12,奉贤,地上4层,,603,29982,2000年建
九华新园,3室1厅,220.64,奉贤,高区/5层,朝南北,480,21754,2006年建
乐康苑,3室2厅,126.16,奉贤,高区/6层,,300,23779,2010年建
奉浦苑,4室2厅,188.3,奉贤,高区/5层,朝南北,400,21242,1998年建
普康苑,3室2厅,145.59,奉贤,高区/6层,,300,20605,2005年建
聚贤煌都,3室2厅,185.72,奉贤,地上5层,,580,31229,2005年建
金都雅苑（别墅）,6室3厅,337.77,奉贤,地上1层,,1500,44408,2005年建
新民旺苑,3室2厅,127.87,奉贤,中区/5层,,320,25025,2009年建
阳光四季园,2室2厅,117.77,奉贤,高区/5层,,400,33964,2006年建
佳兆业珊瑚湾（公寓）,3室2厅,87.83,奉贤,中区/11层,朝南北,240,27325,2011年建
绿地香颂（奉贤）（公寓）,2室1厅,62.09,奉贤,高区/8层,,158,25446,2013年建
海韵馨苑,5室2厅,99.81,奉贤,高区/5层,朝南北,200,20038,2009年建
绿地南桥新苑,2室2厅,80.21,奉贤,低区/6层,朝南北,336,41890,2005年建
丽水湾,2室2厅,89.98,奉贤,高区/4层,朝,185,20560,
阳光四季园,2室2厅,77.65,奉贤,低区/14层,朝南,295,37990,
大桥公寓,2室2厅,66.41,奉贤,中区/6层,朝南,216,32525,
陈湾小区,3室2厅,120,奉贤,中区/5层,朝南北,360,30000,2006年建
立新南路15弄,3室1厅,88.99,奉贤,高区/6层,朝南,190,21350,1993年建
绿地香颂（奉贤）（公寓）,2室2厅,84.51,奉贤,中区/8层,,200,23665,2012年建
解放新村,3室1厅,87.16,奉贤,高区/6层,朝南,220,25240,1996年建
同盛南桥花园,4室2厅,163,奉贤,低区/18层,朝南北,660,40490,2011年建
平安富邸,2室2厅,84.55,奉贤,中区/18层,朝南北,200,23654,2012年建
果园新村（奉贤）,1室1厅,41.7,奉贤,低区/6层,朝南,158,37889,1996年建
解放新村,2室1厅,54.39,奉贤,低区/6层,朝南北,160,29417,
古华A区,2室1厅,62.42,奉贤,低区/5层,,210,33643,1993年建
同盛南桥花园,4室2厅,136,奉贤,高区/18层,朝南北,670,49264,2011年建
奉浦苑,2室2厅,88.3,奉贤,低区/5层,,300,33975,1998年建
绿地香颂（奉贤）（公寓）,1室1厅,61.89,奉贤,高区/8层,,148,23913,2012年建
卓越世纪中心（奉贤）,2室2厅,54,奉贤,中区/19层,朝南,145,26851,2012年建
铭邦华府,3室2厅,133.34,奉贤,高区/13层,朝南北,580,43497,2012年建
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/18层,朝,150,30000,
绿地望海新都,2室2厅,89,奉贤,高区/24层,朝南北,400,44943,2010年建
佳兆业珊瑚湾（公寓）,3室2厅,87.46,奉贤,高区/11层,朝南,250,28584,2011年建
北唐新苑,2室1厅,87.17,奉贤,中区/3层,朝南北,185,21222,2006年建
北唐新苑,3室2厅,127.77,奉贤,高区/4层,朝南,280,21914,2006年建
海尚墅林苑,2室2厅,88.76,奉贤,中区/18层,,195,21969,
新南家园,2室2厅,93,奉贤,中区/6层,朝南北,300,32258,2006年建
卓越世纪中心（奉贤）,2室1厅,50,奉贤,低区/17层,朝南,120,24000,2012年建
肖塘新村,3室1厅,85.62,奉贤,中区/6层,朝南北,301,35155,1996年建
绿地香颂（奉贤）（公寓）,2室2厅,84.54,奉贤,低区/8层,,180,21291,2012年建
连城一号,1室1厅,50.17,奉贤,高区/16层,,145,28901,
景源名墅,2室2厅,111.1,奉贤,低区/24层,,310,27902,2014年建
鸿宝一村,2室2厅,91.51,奉贤,中区/6层,朝南,275,30051,2003年建
海岸景苑,2室2厅,106.2,奉贤,中区/6层,朝南北,180,16949,
阳光四季园,1室1厅,78.02,奉贤,低区/14层,朝,275,35247,
文怡花园,2室2厅,86.5,奉贤,中区/6层,朝南,320,36994,1999年建
世茂海滨馨苑,3室1厅,88.31,奉贤,中区/11层,朝南北,230,26044,2012年建
海韵馨苑,2室2厅,103.6,奉贤,中区/14层,朝南,200,19305,
绿地南桥新苑,2室2厅,92.41,奉贤,低区/18层,朝南,370,40038,2007年建
连城一号,2室1厅,90.72,奉贤,中区/22层,朝东南,245,27006,
绿地南桥新苑,2室2厅,89,奉贤,中区/6层,朝南,356,40000,2006年建
绿地香颂（奉贤）（公寓）,1室1厅,67,奉贤,中区/8层,朝,135,20149,2012年建
世茂海滨馨苑,3室1厅,88.7,奉贤,低区/18层,,210,23675,2012年建
金水苑,2室2厅,88.2,奉贤,高区/6层,朝南北,270,30612,2007年建
鸿宝一村,2室1厅,53.32,奉贤,低区/6层,朝南,190,35633,1996年建
绿地香颂（奉贤）（公寓）,2室2厅,85.29,奉贤,中区/8层,,230,26966,2012年建
新南家园,3室2厅,135,奉贤,中区/16层,,380,28148,2005年建
澳洲国际花园（公寓）,2室2厅,88,奉贤,中区/6层,朝南北,293,33295,2005年建
海尚墅林苑,2室2厅,89.01,奉贤,低区/18层,朝,200,22469,
绿地香颂（奉贤）（公寓）,2室1厅,85.16,奉贤,高区/8层,,200,23485,2012年建
绿地香颂（奉贤）（公寓）,1室2厅,65.63,奉贤,低区/8层,朝南,155,23617,2012年建
连城一号,2室1厅,90.72,奉贤,低区/22层,朝东南,238,26234,
浦江花园,3室2厅,134.8,奉贤,高区/6层,朝南北,390,28931,1999年建
解放新村,2室1厅,53.9,奉贤,高区/5层,,150,27829,1989年建
乐康苑,2室2厅,95,奉贤,高区/6层,朝南北,298,31368,2008年建
绿地望海新都,2室2厅,88.54,奉贤,低区/24层,朝,400,45177,2010年建
陈湾小区,2室1厅,98.88,奉贤,低区/6层,朝南,350,35396,2006年建
海尚墅林苑,3室1厅,86.65,奉贤,低区/18层,,208,24004,2011年建
连城一号,1室1厅,50.17,奉贤,高区/16层,朝北,150,29898,
海尚墅林苑,2室2厅,86.62,奉贤,中区/18层,朝南,180,20780,
秀枫苑,2室2厅,87.38,奉贤,高区/6层,朝南北,295,33760,2009年建
连城一号,1室1厅,79.36,奉贤,中区/22层,,190,23941,
肖塘新村,2室1厅,79.5,奉贤,低区/6层,朝南北,255,32075,1996年建
陈湾小区,3室2厅,119.44,奉贤,中区/6层,朝南,350,29303,2006年建
军民花苑,3室1厅,107.83,奉贤,低区/6层,朝南,314,29119,2001年建
解放新村,2室1厅,53.54,奉贤,高区/5层,朝南,146,27269,
连城一号,1室1厅,60.4,奉贤,高区/22层,朝北,136,22516,
九华苑,3室2厅,143.8,奉贤,高区/5层,朝南北,360,25034,2003年建
江海二村（奉贤）,3室1厅,85.99,奉贤,高区/6层,朝南,190,22095,1996年建
九华苑,2室2厅,91.3,奉贤,中区/5层,朝南北,295,32311,2004年建
卓越世纪中心（奉贤）,2室1厅,47.64,奉贤,低区/18层,朝南,115,24139,
南郊一品,2室1厅,70,奉贤,低区/21层,朝北,165,23571,
贝港南区,1室1厅,50.06,奉贤,中区/6层,,168,33559,1993年建
南郊御墅,1室1厅,56.49,奉贤,低区/18层,朝南,273,48327,2011年建
众旺苑,2室2厅,86.67,奉贤,高区/6层,,305,35190,2011年建
金都雅苑（公寓）,3室2厅,129.27,奉贤,高区/6层,朝南北,380,29395,2005年建
水岸家苑,3室2厅,125.32,奉贤,中区/6层,朝南北,376,30003,2003年建
同盛南桥花园,3室2厅,136.94,奉贤,低区/18层,朝南北,598,43668,2011年建
弯弯新村（公寓）,2室1厅,73.76,奉贤,中区/6层,朝南北,220,29826,1997年建
贝港南区,3室1厅,98.58,奉贤,中区/6层,朝南,280,28403,1996年建
新南家园,2室1厅,113,奉贤,低区/16层,朝南,310,27433,2005年建
水岸家苑,3室2厅,137.05,奉贤,高区/6层,朝南北,400,29186,2003年建
蓝天苑,2室2厅,94.71,奉贤,中区/6层,朝南,328,34632,2003年建
恒龙尚品嘉苑,2室2厅,88.26,奉贤,中区/5层,,350,39655,
江海花园,3室1厅,95.2,奉贤,高区/6层,朝南北,255,26785,1998年建
正阳世纪星城,4室2厅,138.25,奉贤,中区/14层,朝南北,500,36166,2005年建
贝港北区,3室1厅,81.85,奉贤,低区/6层,,220,26878,1994年建
新民旺苑,4室2厅,163,奉贤,高区/5层,朝南北,340,20858,2009年建
世茂海滨馨苑,3室1厅,89.79,奉贤,低区/6层,朝南北,208,23165,2011年建
秀枫苑,3室2厅,130.55,奉贤,低区/6层,朝南北,400,30639,2009年建
亿阳戴家新苑,3室2厅,123.64,奉贤,高区/6层,朝南北,360,29116,2006年建
金水苑,3室2厅,133.96,奉贤,中区/6层,朝南北,368,27470,2007年建
连城一号,1室1厅,79.36,奉贤,低区/22层,朝南,185,23311,
绿地香颂（奉贤）（公寓）,1室1厅,61.89,奉贤,中区/8层,,150,24236,2012年建
南中路6号,2室2厅,69.51,奉贤,中区/6层,,190,27334,1990年建
绿地香颂（奉贤）（公寓）,2室2厅,85.16,奉贤,高区/8层,朝南北,230,27007,2013年建
阳光园,3室2厅,140.44,奉贤,高区/6层,朝南北,400,28481,2005年建
九华新园,3室2厅,143.45,奉贤,中区/16层,朝南北,500,34855,2007年建
绿地未来中心,1室1厅,66.61,奉贤,高区/23层,,320,48040,2012年建
世茂海滨馨苑,3室1厅,89.16,奉贤,低区/11层,朝南北,230,25796,2012年建
铭邦华府,3室2厅,139.9,奉贤,中区/17层,,625,44674,2012年建
卓越世纪中心（奉贤）,3室2厅,64,奉贤,低区/18层,朝,160,25000,
卓越世纪中心（奉贤）,2室1厅,50,奉贤,高区/18层,朝南,130,26000,
新南家园,2室2厅,113.02,奉贤,中区/16层,朝南,340,30083,2005年建
连城一号,1室1厅,60.4,奉贤,中区/22层,朝北,136,22516,
恒盛湖畔豪庭,2室2厅,95.18,奉贤,低区/21层,朝南北,550,57785,2011年建
绿地香颂（奉贤）（公寓）,2室1厅,61.65,奉贤,中区/8层,朝南,155,25141,2012年建
连城一号,1室1厅,60.99,奉贤,高区/16层,朝南,150,24594,
