SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,1.036900369,31,1,142,NA,6,0,0,1,0
0,0,47,0,2290,NA,5,0,1,0,0
0,0.492766827,38,0,0.261632616,11110,7,0,2,0,0
0,0.589589399,43,0,0.142385831,5758,10,0,0,0,0
0,0.071810643,54,0,0.106902519,5200,10,0,0,0,0
0,0.058503647,39,0,0.449205805,8750,8,0,2,0,1
0,0.322104342,66,1,0.387535817,6979,13,0,2,0,0
1,0.39531855,43,0,0.891444342,3260,18,1,2,0,3
0,0.906790945,30,0,0.135375846,2806,2,0,0,0,0
0,0.247690814,45,0,3222,NA,17,0,1,0,0
0,0.068772458,42,0,2436,NA,8,0,1,0,0
0,0.093785872,55,0,1.039971449,1400,5,0,1,0,0
0,0.880874608,53,0,0.752335085,6851,8,0,3,0,2
0,0.251179765,68,0,0.4592,4999,11,0,2,0,0
0,0.105181258,41,0,0.319613398,6000,5,0,1,0,0
0,0.036947601,64,0,0.717440213,12000,14,0,4,0,2
0,0.150873965,43,0,0.055972014,2000,5,0,0,0,0
0,0.07503484,59,0,0.015598217,5833,8,0,0,0,0
0,0.204325592,57,0,0.242478786,11666,10,0,2,0,2
0,0.179527349,42,0,0.449857164,6650,6,0,2,0,2
0,0.711978425,55,0,0.312142821,19772,14,0,2,0,1
0,0.072953046,54,0,0.176700783,9965,6,0,1,0,0
0,0.445703733,51,0,0.667607843,6374,15,0,2,0,0
0,0.219706428,60,0,0.339509441,17000,10,0,2,0,0
0,0.006924726,32,0,0.088306494,9500,6,0,1,0,0
0,0.155153794,47,1,1.104900836,6100,12,0,4,0,3
0,0.528318625,52,0,0.877094972,3400,19,0,1,0,0
0,0.122281659,41,0,2777,0,4,0,1,0,1
0,0.045194363,58,0,0.137508999,8333,10,0,1,0,0
0,0.15620918,66,0,0.362407862,3255,7,0,1,0,0
1,0.069422139,27,2,0.302024989,2320,8,1,0,0,2
0,0.024486126,60,0,0.169165705,2600,7,0,1,0,0
0,0.145972801,47,0,0.348217261,3000,8,0,0,0,2
1,0.678937558,29,1,0.386050644,2250,4,0,0,0,4
0,0.696367294,28,0,855,NA,6,0,0,0,3
0,0.9999999,79,0,0.260493005,1500,1,0,0,0,0
0,0.364958614,45,1,0.448282131,5500,9,0,2,0,0
0,0.144308161,52,0,3326,NA,13,0,3,0,0
0,0.198670033,37,0,0.202279202,4913,4,0,0,0,0
0,0.028368392,46,0,0.014746313,4000,5,0,0,0,0
0,0.084383123,39,0,290,NA,2,0,0,0,0
0,0.634209221,55,0,0.44848638,23750,22,0,2,0,0
0,0.007695398,87,0,11,NA,8,0,0,0,0
0,0.045155938,49,0,0.179831453,7000,12,0,1,0,0
0,0,44,0,0.230195713,2145,9,1,0,0,2
0,0.246939637,29,0,0.635252731,5400,15,0,2,0,0
0,0.9999999,81,0,0.153258795,11000,4,0,3,0,0
0,0.04127562,50,0,3243,NA,11,0,2,0,0
0,0.072723182,66,0,0.26174765,5000,5,0,1,0,1
0,0.9999999,55,0,3235,NA,5,0,2,0,0
0,0.132040518,46,0,0.309564329,5875,24,0,1,0,0
0,0.379191481,47,0,0.725897263,46000,16,0,1,0,2
0,0.040231085,82,0,0.124987501,10000,7,0,1,0,0
0,0,26,0,0.259870065,2000,5,0,0,0,0
0,0.115213044,33,0,0.29387298,6250,2,0,1,0,0
0,0.100664126,63,0,0.011809327,11600,9,0,0,0,0
0,0.9999999,45,0,6768,NA,6,0,2,0,0
0,0.914714152,47,0,0.183886839,4877,7,0,0,1,2
0,0.000482071,58,0,15,NA,5,0,1,0,0
0,0.018508015,57,0,0.388614851,7500,11,0,2,0,1
0,0.00039998,66,0,0.298750811,12327,7,0,3,0,0
0,0.260205795,41,1,0.368348307,4340,8,0,1,0,2
0,0.051662361,81,0,0.105517909,2065,4,0,0,0,0
0,0.560875351,48,0,1.259891712,2400,15,0,1,1,0
0,0.057346733,54,0,0.386629266,6416,16,0,2,0,0
1,0.9999999,25,98,0,3992,0,98,0,98,2
0,0.309898472,81,0,823,NA,15,0,0,0,0
1,1.043342111,44,2,1186,NA,15,1,1,0,2
0,0.183139966,64,0,0.097082083,7333,11,0,1,0,1
0,0.002274421,72,0,0.117550753,3053,4,0,1,0,0
0,0.007262013,47,0,0.576179092,4600,24,0,2,0,2
1,0.962025316,27,1,272,0,2,2,0,0,0
0,0.164527951,51,1,0.5084983,5000,10,0,1,0,1
0,0.9999999,26,0,0.16872428,1457,1,0,0,0,1
0,0.059606468,49,0,1.171569036,12000,20,0,8,1,5
0,0.948217119,49,0,0.678390749,4150,10,0,0,0,0
0,0.254218223,26,0,504,0,7,0,0,0,0
0,0.205035421,40,0,0.294143453,4558,11,0,2,0,1
0,0.9999999,27,0,0.061884669,7820,5,0,0,0,0
0,0.264904712,48,0,0.476160338,4739,16,0,1,0,0
0,0,65,0,0.158365406,8833,2,0,0,0,0
1,0.9999999,48,1,0.807192807,1000,3,0,1,0,2
0,0.025994224,71,2,2718,NA,7,0,0,0,0
0,0.085932712,42,0,0.39370485,3875,9,0,1,0,3
0,0.345934266,46,1,0.233666642,13300,13,0,0,0,1
0,0.023066165,74,0,0.170488374,12428,17,0,2,0,1
0,0.269899532,47,0,779.5,1,4,0,1,0,3
0,0.037588589,55,0,0.568644171,8208,7,0,2,0,0
0,0.239630415,65,0,0.345875543,4145,7,0,1,0,1
0,0.338162953,47,0,0.237255654,2608,11,0,0,0,2
0,0.277262777,56,3,0.771022898,10000,10,0,3,0,2
1,0.985122134,39,0,0.621563073,6000,10,0,1,0,0
0,0.07270238,61,0,2624,NA,11,0,2,0,0
0,0.125222529,58,1,0.245853429,8500,5,0,1,0,0
0,0.611816082,32,0,0.392596596,3700,9,0,1,0,1
1,0.099525677,39,0,0.713406819,3900,9,0,2,0,0
0,0.005104824,65,0,0.250833269,12900,17,1,2,0,0
0,0.221487427,67,0,2926,NA,10,0,1,0,1
0,0.46854254,40,0,0.168539326,9967,6,0,1,0,4
0,0.035825944,62,0,0.350043975,4547,13,0,1,0,0
0,0.030726714,45,0,0.357866963,7200,9,0,3,0,0
1,0,54,0,0.153346543,9083,7,0,0,0,1
0,0.032757491,55,1,0.373532212,3150,9,0,2,0,1
0,0.9999999,60,0,0.017453799,1947,0,1,0,0,0
0,0.952349217,46,0,0.197001249,2400,4,0,0,0,0
0,0.367436929,45,1,0.603301733,6117,10,0,1,0,2
0,0.140113408,32,0,0.687541639,1500,9,0,0,0,0
0,0.352987894,74,0,0.450446618,2350,9,0,1,0,1
0,0.397315053,30,0,0.106353417,7916,9,0,0,0,0
0,0.001499813,63,0,0,3545,2,1,0,0,3
0,0.366815044,38,0,0.370149964,4200,6,0,2,0,0
0,0.050942578,58,0,0.323645971,4541,13,0,1,0,3
0,0.9999999,32,0,0,NA,0,1,0,0,0
0,0.008838005,59,0,0.231208735,7875,11,0,1,0,0
0,0.181257386,52,0,0.386489081,8333,19,0,2,0,2
0,1.051792829,40,1,444,NA,2,1,0,0,0
0,0.920226654,41,0,0.460051352,6620,8,0,1,0,1
0,0.007128083,64,0,0.003199147,3750,10,0,0,0,0
0,0.003409013,88,0,4,NA,4,0,0,0,0
0,0,83,0,0,629000,3,0,0,0,0
0,0.198240235,65,0,47,NA,6,0,0,0,0
0,0.9999999,46,0,0.939403261,3250,6,0,2,0,2
0,0.571173234,44,0,0.695688573,7166,21,0,3,0,1
0,0.029225864,66,0,0.014058107,3200,10,0,0,0,0
0,0.065053572,72,0,0.351932863,11200,20,0,1,0,0
0,0.025581903,79,0,0.001414169,21920,3,0,0,0,0
0,0.049416167,72,0,545,NA,5,0,1,0,0
1,0.436028898,34,0,0.592350546,9333,9,0,2,0,2
0,0.27655387,62,0,0.507305577,6364,15,0,2,0,1
0,0.208599838,38,0,0.20463198,3151,8,0,0,0,3
0,0.125705307,32,0,0.74460144,3750,6,0,1,0,0
0,0.21163461,49,0,0.439675762,13816,14,0,1,0,0
0,0.998024144,54,1,0.878466872,5191,11,0,1,0,0
0,0,62,0,3221,NA,9,0,1,0,0
0,0.188695845,62,0,0.258520111,3256,12,0,0,0,0
0,0.652797425,54,0,0.697064796,5416,7,0,1,0,1
0,0.804078369,50,1,577,NA,5,0,0,2,2
0,0.018640123,67,0,0.147935073,14600,5,0,1,0,2
1,0.886030296,28,2,1.490848586,600,6,1,0,0,0
0,0.996000667,32,0,0.462341702,4500,8,0,1,0,0
0,0.039125393,72,0,0.148874365,8261,5,0,1,0,1
0,0.53368742,44,0,1141,NA,4,0,0,0,2
0,0.9999999,57,2,0.572085583,5000,3,0,2,0,0
0,0.242940565,40,0,1285,NA,6,0,1,0,0
0,0.621400686,44,1,0.59490085,6000,11,0,1,0,0
0,4116,62,0,0.318609023,12767,6,0,1,0,3
0,0.056062983,54,0,0.228783833,19100,14,0,2,0,1
0,0.266771475,60,0,0.358292831,6583,7,0,1,0,0
0,0.229272946,45,0,1533,NA,4,0,1,0,0
0,0.017228074,87,0,8648,NA,19,0,10,0,0
0,0.365904046,68,0,0.273310557,12000,14,0,1,0,1
0,0.002499875,58,0,3216,NA,3,0,2,0,0
0,0.354017944,52,1,0.400163094,8583,16,0,3,1,1
0,0.160372802,48,1,2670,NA,13,0,1,0,NA
0,0.036474088,60,0,0.305498694,28333,12,0,2,0,1
0,0.004674577,42,0,0.322382517,7000,7,0,1,0,0
0,0.281114592,31,0,0.26792345,3500,4,0,0,0,0
0,0.346556353,36,2,0.219496954,6400,9,0,0,1,3
0,0.9999999,46,0,4.088713036,2400,7,1,0,0,1
0,0.021098945,62,0,12,NA,3,0,0,0,NA
0,1.080963986,52,0,0.50809838,5000,11,0,1,0,1
0,0,23,0,0.054533061,4400,3,0,0,0,1
0,0.394828326,66,0,0.4606957,3650,12,0,1,0,0
0,0.008911134,61,0,0.058853634,5861,10,0,0,0,0
0,0.014029552,46,0,0.003733084,15000,2,0,0,0,0
1,0.808644824,51,2,0.054383588,5166,7,0,0,0,0
0,0.011212527,48,0,7.296506047,10417,5,0,0,0,0
0,0.083277779,59,0,2782,NA,13,0,2,0,0
0,0.549014163,48,0,0.46344207,5333,5,0,1,0,1
0,0.080601687,39,0,1263,NA,4,0,1,0,0
1,0.69179499,50,0,0.804166667,3119,6,0,1,0,0
0,0.010281529,63,0,1253,NA,12,0,1,0,0
0,0.9999999,32,0,0.098509725,3958,3,1,0,0,0
0,0.009802835,59,0,0.189001774,6200,10,0,2,0,0
0,0,42,0,0.444511098,5000,7,0,2,0,0
0,0.651174413,50,0,0.506872137,2400,4,0,1,0,2
0,0.296489411,45,0,0.531423429,6666,7,0,2,0,3
0,0.085710545,49,0,0.224724775,9900,11,0,1,0,2
0,0.084575576,40,0,0.176483468,9133,7,0,2,0,1
0,0.56482045,56,0,0.503535723,4100,6,0,2,1,2
1,0,52,4,1364,NA,7,1,0,2,1
0,0.034816849,40,0,2298,NA,4,0,1,0,0
0,0.9999999,23,0,0.015834348,820,1,0,0,0,0
0,0.009635253,67,0,0.011106175,2250,9,0,0,0,0
0,0.090897361,62,0,0.123633305,5944,5,0,0,0,0
0,0.933358016,54,1,4614,NA,6,1,1,1,0
0,0.145291808,65,0,0.251256682,12532,6,0,1,0,0
0,0,36,0,13,NA,6,0,0,0,1
0,0.189544351,45,0,39,NA,1,0,0,0,0
0,0.915694768,48,0,7636,NA,3,0,2,0,2
0,0.072980127,77,0,298,NA,4,0,0,0,0
0,0.061014015,67,0,0.29512587,5600,8,0,1,0,0
0,0.661217891,78,0,1.693997072,682,6,0,1,0,0
0,0.407800535,49,0,0.558088382,5000,9,0,1,0,2
0,0.43804956,27,4,0.148493735,3750,9,0,0,0,0
1,0.609953211,37,4,0.660161927,4816,7,0,1,1,0
0,0.004129312,58,0,0.581596979,7150,13,0,2,0,0
0,0.110319587,64,0,52,NA,7,0,0,0,0
0,0.324558323,44,0,5197,NA,14,0,4,0,1
0,0.008799413,75,0,21,NA,2,0,0,0,0
0,0.929207079,40,0,0.384653837,4000,6,0,1,0,2
0,0.029709656,38,0,0.997334222,3000,10,0,1,0,1
0,0.031281929,62,0,0.005302096,8109,10,0,0,0,1
0,0.940905909,31,0,0.592901183,6000,8,0,2,0,2
0,0,44,0,0.16462696,11030,5,0,1,0,4
0,0,58,1,0.291876115,6166,10,0,2,0,0
0,0,31,0,0.075983115,4500,9,0,0,0,2
0,0.044818435,52,0,0.22316544,5300,16,0,1,0,1
0,0.128914843,88,0,0.151898734,631,2,0,0,0,0
0,0.391373908,55,0,0.689231848,2850,7,0,1,1,0
0,0.095520479,43,0,0.344247047,10750,7,0,2,0,3
1,0.521926285,54,0,0.252978918,4363,7,1,2,0,0
0,0.02513895,72,0,0.007996002,4001,4,0,0,0,0
0,0.009498417,33,0,0.146477563,4300,6,0,0,0,2
0,0.025107735,48,0,0.232361827,11253,7,0,1,0,1
0,0.05101707,41,0,0.225195409,14200,19,0,2,0,3
0,0.016610881,55,0,0.118088191,10000,7,0,1,0,0
0,0.9999999,35,1,0.382637093,7348,6,0,2,0,0
0,0.19819568,43,1,0.35955206,7500,10,0,1,0,1
0,0.008308213,43,0,0.079680049,6500,6,0,0,0,2
0,0.978201635,40,0,0.01455869,2197,1,0,0,0,1
0,0.06252882,52,0,0.422993019,4583,19,0,2,0,2
0,0.368014448,27,0,0.279786603,3373,7,0,0,0,0
0,0.00619969,65,1,0.108401084,10700,7,0,1,0,0
0,0,59,0,785,NA,10,0,1,0,1
0,0.62503039,82,1,0.122443982,8166,7,0,0,0,0
0,0.127893054,58,0,0.413683907,10420,14,0,2,0,0
1,0.9999999,28,1,0.115752055,4500,5,0,0,0,0
1,0.882790896,48,0,153,NA,0,1,0,0,0
0,0.008628474,90,0,0.00139972,5000,4,0,0,0,0
0,0.9999999,22,0,35,NA,1,0,0,0,0
0,0.333448702,49,0,2.538816295,1300,11,0,2,0,1
0,0.182150411,77,0,0.312046033,10600,8,0,1,0,0
0,0.020522958,52,0,1211,NA,11,0,1,0,0
0,0.035950628,55,1,1562,NA,8,0,1,0,2
0,0.064900762,48,1,0.468210863,6259,9,0,2,0,0
0,0.063072979,63,0,0.235062118,5070,13,0,1,0,0
0,0.096843308,68,0,20,NA,1,0,0,0,0
0,0.938209905,34,0,0.401414949,3250,7,1,1,0,0
0,0,65,0,0.024390244,2500,7,0,0,0,0
0,0.173145941,69,0,0.648396666,7078,9,0,2,1,0
0,0.094098543,40,0,0.245625729,6000,3,0,1,0,0
0,0,55,1,0.234460923,6000,6,0,1,1,1
0,0.026249401,45,1,2369,NA,15,0,1,0,0
0,0.292727933,48,0,0.251384183,12100,13,0,2,0,0
0,0,81,0,0.017310849,6700,5,0,0,0,0
0,0.114828235,61,0,1033,NA,5,0,0,0,NA
0,0.670133195,41,1,2720,NA,5,0,1,0,0
0,0.038855909,48,0,0.197450637,4000,7,0,1,0,0
0,0.02453072,73,0,0.25760974,3120,14,0,0,0,1
0,0.330829983,65,0,0.90020049,4488,12,0,2,0,0
0,0.684696801,40,0,0.354177898,1854,3,0,0,0,2
0,0.257432342,54,0,0.694243364,2900,11,0,1,0,0
0,0.018514902,67,0,14,NA,3,0,0,0,0
0,0.316177245,55,0,0.221450403,3598,6,0,0,0,1
0,0.210946055,57,0,0.302008853,2936,7,0,1,0,0
0,0.019702418,67,0,1179,NA,7,0,1,0,NA
0,0.98828683,46,0,0.539486838,3000,9,0,2,0,1
0,0.9999999,42,0,0.458053429,6400,5,0,2,0,2
0,0.236498903,55,2,0.48197726,12400,16,0,3,0,2
1,0.010245663,55,0,1975,NA,16,0,1,0,1
0,0.122655975,67,0,0.379846684,9000,18,0,5,0,0
0,0.94376875,53,0,0.260277305,12332,9,0,1,0,0
0,0.093650879,29,0,323,NA,5,0,0,0,0
0,0.247484637,70,0,0.357549074,5450,12,0,1,0,1
0,0.003904425,39,0,0.315951392,6500,14,0,2,0,0
0,0.843874803,74,0,1.367369589,900,6,0,0,0,0
1,0.908454616,48,1,0.667314635,3600,6,1,1,0,1
0,0.314492138,52,0,393,NA,6,0,0,0,0
0,0.192115412,29,1,0.13917724,2600,4,0,0,0,0
0,0.458471761,46,0,0.338141288,6100,4,0,1,1,0
0,0.249681635,35,0,0.34204235,5855,9,0,1,0,0
0,0.33848832,31,0,0.410562181,1760,4,0,0,0,0
0,0,91,0,23,NA,4,0,0,0,0
0,0.196243273,36,0,0.153588023,3873,7,0,0,0,2
0,0.080218396,53,0,0.019996667,6000,5,0,0,0,0
0,0.133030919,53,0,0.251948665,12700,14,0,3,0,3
0,0.42836475,53,0,0.618614797,5500,11,0,2,0,0
0,0,77,0,0,3679,2,0,0,0,1
0,0.980073452,51,0,0.403186699,8660,9,0,1,0,2
0,0.011191013,47,0,0.857485693,5416,11,0,3,0,2
0,0.798624547,69,0,0.445263684,8001,8,0,2,1,0
0,0.176818598,40,0,0.477132525,4700,7,0,3,0,3
0,0.660377358,45,0,0.354609929,4370,6,0,1,0,1
0,0.9999999,43,0,0.139457401,2100,2,0,0,0,0
0,0.133669851,49,0,0.287965882,10785,9,0,1,0,1
0,0.043325145,56,0,0.561583152,13769,8,0,3,0,1
0,0.023508137,46,0,0.76797829,2210,10,0,1,0,1
0,0.082072948,86,0,98,NA,3,0,0,0,0
0,0,59,0,147,NA,4,0,0,0,0
0,0.415806945,61,1,0.322694677,9900,28,0,2,0,0
0,0.00539973,77,0,377,NA,4,0,0,0,NA
0,0.669767152,32,0,0.372525495,5000,8,0,0,0,3
0,0.526247375,41,1,0.348664477,7000,5,0,1,0,4
0,0.059631842,70,0,0.603150146,5840,10,0,2,0,0
0,0,59,0,0.019064125,7500,4,0,0,0,1
0,0.011412057,78,0,43,NA,9,0,0,0,0
0,0.451967027,45,0,0.18006993,4575,6,0,0,0,1
0,0.005852865,45,0,0.135733033,8000,11,0,1,0,0
0,0.829078801,34,1,1.094316052,1600,7,1,2,0,0
0,0.9999999,21,0,0,926,1,0,0,0,0
0,0.378519193,64,1,0.463189325,10716,19,0,2,0,1
0,0.00319936,62,0,0,0,2,0,0,0,0
0,0.011986638,70,1,0.474210316,2500,14,0,1,0,0
0,0.137174729,50,0,0.182508999,7500,8,0,1,0,3
0,0.041234988,36,0,0.408157825,3750,7,0,1,0,2
0,0.023618558,52,0,1535,NA,7,0,1,0,0
0,0.003065815,60,0,488,NA,7,0,0,0,0
0,0.889364739,33,0,0.281367977,4502,14,2,0,2,0
1,0.510818646,64,1,0.474397962,12166,25,0,3,0,0
0,0.438646701,58,4,0.383316047,6748,15,0,1,0,2
0,0.026765855,61,1,0.249000114,8750,9,0,1,0,0
0,0.304263981,62,1,0.357581227,5539,7,0,0,0,0
0,0.813394327,38,0,0.287894866,12250,7,0,3,0,4
0,0.9999999,77,0,4,NA,1,0,0,0,NA
0,0.992256807,40,1,0.211255535,7000,11,0,0,0,1
0,0.005945716,74,0,0.001249609,3200,2,0,0,0,0
0,0.064763484,78,0,0.763328351,2006,9,0,1,0,0
0,0.206836414,46,3,0.3498015,6800,13,0,3,0,2
0,0.709229077,39,0,0.092133855,2300,2,0,0,0,1
0,0.133718975,47,0,0.12535933,8000,8,0,0,0,0
0,0.394468368,71,0,0.179048099,3970,5,0,1,0,1
0,0.917541229,27,0,0.059414827,5570,5,0,0,0,0
0,0.00103696,63,0,2263,NA,6,0,1,0,0
0,0.440191059,31,0,0.17003367,6533,5,0,1,0,3
1,0.172725871,64,0,0.258537412,11800,18,0,1,0,0
0,0.9999999,22,0,3,NA,0,0,0,0,NA
0,0.190474845,59,1,0.320859749,6466,6,0,1,0,1
0,0.144952633,39,0,0.088785988,4966,7,0,0,0,2
0,0.976319982,62,0,4.285868393,926,10,0,2,0,0
0,0.290701618,55,0,1.588822355,500,9,0,0,0,0
0,0.076502732,48,0,0.116223484,3346,4,0,0,0,0
1,0.950914049,59,0,1.899128269,802,8,2,1,3,2
0,0.868391525,47,1,0.23064802,5076,8,0,0,0,0
0,0.801219878,37,0,0.571809397,3000,9,0,1,0,0
0,0.13122332,38,0,0.221244601,6250,13,0,1,0,2
0,0.316922198,64,0,2593,NA,8,0,1,0,0
1,0.9999999,48,0,0,2500,0,1,0,0,0
0,0.252911399,59,1,0.310921614,15244,14,0,3,0,1
0,0.607310866,61,1,0.731126887,10000,18,0,5,0,1
0,0,87,0,0,NA,4,0,0,0,0
0,0.161403216,33,0,0.460192308,5199,10,0,1,0,3
0,0.017849108,73,0,176,NA,8,0,0,0,0
0,0.340966338,44,0,0.307381408,4700,7,0,1,1,1
0,0.82699187,41,3,0.242605194,7200,19,0,0,0,3
0,0.241885535,38,0,1227,NA,6,0,1,0,0
0,0.017749113,49,0,0.659456371,12250,10,1,4,0,0
0,0.113415119,67,0,0.028660436,8024,10,0,0,0,0
0,0.456646979,51,0,0.268400176,13613,24,0,1,0,2
0,0.183312965,46,0,0.154772141,2325,5,0,0,0,0
0,0.287670737,42,1,0.39310115,6000,9,0,2,0,1
0,0.43408117,39,0,0.535340314,4583,10,0,2,0,0
0,0.831145118,39,0,0.602888087,3600,6,0,1,0,3
0,0.615823464,53,0,0.382208227,5080,9,0,0,0,1
1,0.5980755,29,1,0.147327249,2300,5,1,0,0,2
0,0.119745286,59,2,0.308160707,16750,8,0,1,0,0
0,0.032623797,46,0,0.397274478,6750,12,0,1,0,2
0,0,48,0,0.43571609,3958,7,0,1,0,2
0,0.9999999,41,0,0.909236305,2500,8,0,2,0,2
0,0.960983702,46,0,1.820170611,7267,17,0,5,0,0
0,0.025249369,63,0,5027,0,7,0,2,0,2
0,0.062200507,67,0,1381,NA,13,0,1,0,0
0,0.012003012,45,0,0.17193426,8700,21,0,1,0,0
0,0.079961482,77,0,0.375524895,5000,14,0,2,0,0
0,0.054996563,50,0,304,NA,2,0,0,0,NA
0,0.9999999,37,0,0.423266109,4065,7,0,1,0,1
0,0.209279845,49,0,0.144948426,22200,10,0,2,0,0
0,0.026363317,64,0,64,NA,8,0,0,0,0
0,0.676293739,45,0,0.328075352,8811,10,0,1,0,1
0,0.008126726,64,0,0.246544456,10200,10,0,1,0,0
0,0.302955881,63,0,0.341891245,6270,8,0,1,0,0
0,0.189722633,56,0,0.571314316,3750,11,0,2,0,0
1,0.725025271,54,1,0.742984205,6520,10,0,2,0,1
0,0.176323538,43,0,0.410397401,4000,2,0,1,0,0
0,1.00259948,41,0,0.472567666,4100,4,0,1,0,2
0,0.524108721,66,0,1025.5,1,7,0,1,0,0
0,0.151655457,47,1,0.163490623,6611,12,0,0,0,3
0,0.027445641,56,0,0.158390949,1590,6,0,0,0,0
0,0.007371762,25,0,0.242174629,1820,11,0,0,0,0
0,0.001749913,47,0,0.000999001,1000,2,0,0,0,0
0,0.035683121,77,0,0.158460385,4000,10,0,1,0,0
0,0.119585339,63,0,0.003598561,2500,2,0,0,0,0
0,0.955522239,55,1,2254,NA,7,1,1,1,0
0,0.119125392,35,0,0.379724055,5000,8,0,1,0,1
0,0.485840081,41,0,0.476523768,3428,8,0,1,0,1
0,0.015571336,41,0,0.143449329,9166,7,0,1,0,2
0,0.305043324,23,0,0.085828343,500,4,0,0,0,0
0,0.9999999,28,0,0.20326766,2080,2,0,0,0,1
0,0.206885882,74,0,607,NA,9,0,0,0,NA
0,0.02571028,62,0,0.062585426,13900,8,0,0,0,0
0,0.558255264,46,0,0.443373932,5500,9,0,1,0,2
0,0.980752558,50,3,0.461195361,4483,12,0,2,0,1
0,0.018787034,76,0,462,NA,14,0,0,0,0
0,0,30,0,0.103183736,2606,6,0,0,0,1
0,0.9999999,50,0,0.319057816,1400,3,0,0,0,1
0,0.042639544,55,0,52,NA,5,0,0,0,0
0,0.005898872,69,0,0.324190894,3645,6,0,2,0,1
0,0.852015577,22,0,0.644572526,1040,5,0,0,0,0
0,0.378965667,50,0,0.060949169,4150,7,1,0,0,0
0,0.9999999,61,0,0,NA,0,1,0,0,0
0,0,68,0,0,1200,1,0,0,0,0
0,0.9999999,47,1,0.350373483,4283,1,0,1,0,2
0,0.387394312,26,0,15,NA,1,0,0,0,NA
0,0.59742351,61,0,0.578419379,4086,9,0,1,0,1
0,0.9999999,60,0,0.007386057,5550,1,0,0,0,1
0,0.004849758,52,0,0.495287839,8806,6,0,4,0,0
0,0.08240168,49,0,0.014328557,3000,2,0,0,0,0
0,0,80,0,717,NA,3,0,1,0,0
0,0.410198251,38,0,1.327251553,2575,24,0,3,0,0
0,0.045175142,57,0,0.02178122,2065,8,0,0,0,0
0,0.31969796,58,0,0.49652827,7056,37,0,2,0,0
0,0.531082545,50,0,0.374525095,5000,8,0,1,0,0
0,0.712734805,40,0,0.281934996,10583,5,0,2,0,2
0,0.198597352,64,0,0.482041437,12500,16,0,4,1,0
0,0,79,0,0,NA,3,0,0,0,0
0,0.9999999,27,0,0.070185963,5000,1,1,0,0,0
0,0.041611112,55,0,0.113431841,9000,9,0,1,0,3
0,0.312384381,67,1,0.123747723,8783,5,0,0,1,0
0,0.326446219,62,0,0.441016852,3500,13,0,2,0,0
0,0.023038166,72,0,55,NA,8,0,0,0,0
0,0.058983689,68,0,1056,NA,5,0,1,0,0
0,0.082383696,47,1,0.268902392,13000,11,0,1,0,3
0,0.241402796,54,0,0.334868146,7166,10,0,2,0,2
0,0.062937063,27,1,0.11430356,1600,10,0,0,0,1
0,0.004498875,81,0,1583,NA,13,0,1,0,0
0,0.310707348,32,3,0.303739252,5000,6,0,0,1,0
0,0.294454959,31,0,0.195892575,4430,7,0,0,0,0
0,0,48,0,1338,NA,3,0,1,0,0
0,0.061340044,78,0,0.444996956,9853,19,0,4,0,0
0,0.045553291,74,0,2017,NA,12,0,2,0,0
0,0.415624806,46,0,0.518142415,8074,9,0,1,0,1
0,0.02687853,68,0,2012,NA,8,0,1,0,0
0,0.00033087,79,0,0.618876941,836,8,0,1,0,0
0,0.306022462,46,0,0.950719688,4098,12,0,2,0,1
0,0,34,0,0.302820386,8083,11,0,1,0,1
0,0.288194766,49,0,0.167833167,7000,11,0,0,0,0
0,0.18585322,58,1,2895,NA,6,0,1,0,2
0,0.036920442,40,0,0.005639549,8333,3,0,0,0,0
0,0.075020135,57,0,0.036758404,10500,13,0,0,0,0
0,0.090154794,48,0,0.166472255,6000,10,0,1,0,0
0,0.013649318,47,0,6188,NA,3,0,2,0,NA
0,0.852917666,28,2,0.118515784,5416,4,0,0,0,2
0,0.171097043,51,0,0.192931991,14600,7,0,2,0,3
0,0.393808754,62,0,0.341105929,1500,3,0,0,0,0
0,0.026523337,53,0,0.373848764,8251,13,0,2,0,0
0,0.078882766,52,0,0.499280387,7642,7,0,2,0,1
0,0.023146494,40,0,0.439094975,3800,16,0,1,0,2
0,0.9999999,49,0,469,0,6,0,0,0,0
0,0.012241419,61,1,0.601865285,4824,24,0,1,0,0
0,0.284245258,51,0,0.524822003,10252,11,0,2,0,0
0,0,56,0,0,3333,9,1,0,0,0
0,0.653707304,30,2,0.140619793,3000,6,0,0,1,0
0,0.003448038,67,0,4731,NA,10,0,2,0,0
0,0.739732349,42,3,0.01329149,10833,2,1,0,0,0
0,0.249772137,48,0,4338,NA,14,0,2,0,1
0,0.955215885,41,1,1.114295235,3000,9,1,2,0,2
0,0.224297621,61,0,4579,NA,9,0,2,0,0
0,0.128623407,56,0,3372,NA,15,0,2,0,0
0,0.799640072,42,0,0.522840947,2998,4,0,1,0,0
0,0.612624449,54,0,0.479920013,6000,27,0,1,0,0
0,1.020767633,80,0,0.430734292,1320,2,0,0,0,1
0,0.028794241,80,0,0.276861569,2000,4,0,1,0,0
0,0.262719478,59,0,0.252540937,7083,22,1,0,0,0
